title,artist,isHot
una sopita de tu propio chocolate,ang\xc3\xa9lica mar\xc3\xada,False
your love,glen washington,False
come dance with me,mulberry lane,False
a world of my own,knack,False
down on the corner,la portuaria,False
assassination,dead prez,False
i did it for you,david cook,False
alright now,paul rodgers,False
pariah,cursed,False
greater,vanessa bell armstrong,False
keep it alive,lee ritenour,False
secret smile,semisonic,False
come on in,washboard sam,False
si es que te vas,carlos vives,False
bye bye betty blue,the fever,False
getaway,krs-one,False
killing machine,aiden,False
 -start id-,the mad capsule markets,False
exactamente medianoche,memphis la blusera,False
cool water,roger williams,False
this house is haunted,alice cooper,False
bya lil' crumbsnatchers lp version,del tha funkee homosapien,False
captin kut-cha,kai winding,False
all i ask for album version,ill nino,False
street car blues,sleepy john estes,False
dementia,schizoid,False
bmanuel's mambo,cal tjader,False
bi'm over you album version,rebecca lynn howard,False
fonsi,za\xc3\xafko langa langa,False
snippet 15,bare jr.,False
bvem pr'a roda,tania maria,False
love dump clean album version,static-x,False
just in case,micachu,False
pitch in ona party,dj quik,False
elektro kardiogramm live,kraftwerk,False
apotoma,giorgos tsalikis,False
acordexc3xb3n,massiel,False
on my own,black eyed peas / les nubians / mos def,False
el amor version nortena,yahir,False
bwhat's true,ziggy marley and the melody makers,False
tonight_ te amarxc3xa9,mdo,False
foam born a the backtrack album version,between the buried and me,False
valxc3xa9rie,oztara,False
ego is the drug3am,the frequency,False
have it your way,leigh jones,False
hard pure,pumpkin buzzard,False
era um dia desses,h\xc3\xa9lio ziskind,False
waiting for you i forgive you before i go,mississippi john hurt,False
bback to '93,caspa,False
pig meat on the line,memphis minnie,False
we can do it,steel pulse,False
take the wheel,pacha massive,False
smoke,vanessa daou,False
der weisse mond von maratonga,oesch's die dritten,False
unda da influence snippets,m sane,False
sickman,alice in chains,False
chains lp version,the cookies,False
melancholia,the grip weeds,False
bastard,peppermint creeps,False
numba 1 tide is high,kardinal offishall / keri hilson,False
peyote,evolution,False
bwhat's in a number  feed me lies remixes,theodor zox,False
bellini norma vanne_ e li cela entrambi,vincenzo bellini,False
if santa claus could bring you back to me,jimmy wakely,False
intro the dragon,mix mob,False
bmrs scott skinner  mackenzie hay  the devil's elbow,james scott skinner,False
wrong end of the rainbow,ronnie milsap,False
blues do elevador,zeca baleiro,False
the real rock,shinehead,False
mis suexc3xb1os feat norma castro,mario garcia,False
lizzie and the rain man,billie jo spears,False
pocket full of stars,diesel boy,False
battery acid,six brown brothers,False
gief konjunkturpaket vi,afrob feat. sarah,False
hippa to da hoppa explicit version,ol' dirty bastard,False
was machst du mit dem knie_ lieber hans,g\xc3\xbcnter noris,False
chicken strips the demos version,smut peddlers,False
back into business,milo,False
will not fade  hit parade album version new song,audio adrenaline,False
beast in the broch,the lord weird slough feg,False
perfidia,eddie jones,False
aviatic,andr\xc3\xa9 verchuren,False
whirlpool live,seal,False
the up,utopia,False
plaza de mayo,matteo bonfanti e i maledetti,False
dil naheen lagda,naseebo lal,False
the train kept a rollin,tiny bradshaw,False
main title,jerry goldsmith,False
keiner auxc3x9fer uns,kool savas,False
the way it is,tesla,False
bcan't do me no good,otis spann,False
luv in the first,latif,False
love is gonna bring us back alive,rickie lee jones,False
ancient airs and dances 1996 digital remaster_ suite no 2 iii  campanae parisienses anon - aria marin mersenne,sir neville marriner,False
prayer for the dying album version,seal,False
if music be the food of love,gloria,False
the silver gate,dark fortress,False
special,wilshire,False
follow you home album version,nickelback,False
out of my darkness,legacy five,False
matarlatanta,ghorwane,False
the ava song,francis dunnery,False
teenage superstars album,vaselines,False
dirty tarraxa 2 feat neuza,nichols,False
bully bully lp version,off broadway,False
looking at you cody high school,mc5,False
mentira,beto cuevas,False
himalaya dreams,catia werneck,False
holy ground homecoming hymns version,bill & gloria gaither,False
bcomme si c'xc3xa9tait doux,julien clerc,False
the fundamental alienation,dimmu borgir,False
sosla fine reprise 2,ennio morricone,False
at night,shakedown,False
laying down my will the plan album version,raze,False
la bite du plombier,b\xc3\xa9zu,False
no eye has seen,parachute band,False
undercover gangstas,5th ward boyz,False
blord you're worthy album,wilmington chester mass choir,False
summerfish,leonid rudenko,False
swing spring,bill perkins,False
sensazioni a_b  c,gruppo jazz marca,False
kleine killer,paso doble,False
umbrella,all time low,False
summer rain,james last,False
it was only a heart,skeeter davis,False
bacross decker's field,stewart francke,False
dancing with the goddess ttt rmx,atman,False
raag trance,biddu,False
too cool for love,webb wilder,False
sos,spliff,False
snaps drinking woman lp version,champion jack dupree,False
house of wolves album version,my chemical romance,False
nos plus belles annxc3xa9es,miossec,False
bramblin' on my mind,memphis sheiks,False
bi don't want to talk about it,g-unit,False
wheeling free,bert kaempfert and his orchestra,False
bridget,rachel portman,False
live at brixton academy 1999,atari teenage riot,False
if i had known,tampa red,False
within album version,a perfect murder,False
rapture toby emerson dub toby emerson dub,toby emerson,False
bdon't stop the music,michael stanley band,False
superstar dog,curtis,False
frisch verliebt,der plan,False
be with you,beyonc\xc3\xa9,False
tu peux compter sur moi,b\xc3\xa9nabar,False
traveller,talvin singh,False
madazulu,deep forest,False
25 variations and fugue on a theme by gf handel for piano_ op 24 aria,solomon,False
depressionista,every time i die,False
la feria de san cristobal live,maurice larcange,False
missionary man,eurythmics,False
mar gaye te sada naal,naseebo lal_ arif lohar,False
a visit from drum,liars,False
la clxc3xa9 parfumxc3xa9e,gabriel yared,False
hermione,starless & bible black,False
la vuelta,gustavo a. santaolalla,False
cog to the atl,dj taz,False
more than words,tom barabas,False
wepons of mass deception album,widespread bloodshed,False
btalking drum isea '95,chris brown,False
we do it too,modeselektor,False
amo dejarte asi,gustavo cerati,False
geek usa album version,between the buried and me,False
alpha beta parking lot,cake,False
pluvialus,lore,False
la fxc3xaate xc3xa0 la prison,oldelaf et monsieur d,False
soul of a man,erja lyytinen,False
forgiveness,goldfinger,False
song for val,the embarrassment,False
east wind drum call,david & steve gordon,False
le coeur du volcan,julien clerc,False
wasted days and wasted nights,roy drusky,False
bdon't crush it,kool keith,False
time will tell,mxpx,False
fool for you,rocky hill,False
succotash,claw hammer,False
pictou county coal,undertakin' daddies,False
les trois orfxc3xa8vres,pierre perret,False
what i like womens,c.c. adcock,False
the 4th dimension lp version,devo,False
harmonia,pitch black,False
greatest x,janet jackson,False
girle girle,dr bombay,False
bit don't mean a thing if it ain't got that swing,charlie byrd,False
rosa rio,jim reeves,False
heaven lp version,rude boys,False
lord of shadows and golden wood,beherit,False
riot in cell block n9,commander cody and his lost planet airman,False
bsittin' here with nothing,big mike griffin,False
jah the only one,rocker-t,False
bwe've got it all,john davis,False
canon in d,tom barabas,False
dangerous mood,keb' mo',False
the hotness ft shontelle,rihanna,False
big sister,i.n.t.,False
elle voulait jouer cabaret,patricia kaas,False
a ti,alturas,False
akh larh gayee,malkit singh,False
leaving melbourne,ten madison,False
galope a beira mar,quinteto violado,False
this is my life,phil vassar,False
where ya heart at,mobb deep,False
aphrodite 1999 digital remaster,the edgar broughton band,False
moving mountains,usher,False
te parto el alma inter el tariacuri,varios,False
when you were young,the killers,False
m tagu va au marchxc3xa9,klimperei,False
satin doll,the wes montgomery trio,False
bsuckin' on suzie,the hollywood brats,False
trouble studio,buckwheat zydeco,False
what you want,ll cool j / freeway,False
bwailin',outkast,False
precxc3xads,casual,False
terve menoo jxc3xa4tkxc3xa4nretale,irwin goodman,False
ask you for a dance,freddie mcgregor,False
on the money,joe mcbride,False
25 variations and fugue on a theme by gf handel for piano_ op 24 variation xvii,solomon,False
juke joint,farlow-kirch band,False
bi love you more than you'll ever know,mick hucknall,False
you are holy,4him,False
in the hills,jim chappell,False
map your psyche,busdriver featuring abstract rude & ellay khule,False
watch out for the birdsongs,goldfish,False
bi'm gonna let my love flow,commissioned,False
friday night,sex machine ft. sh\xc3\xa8na,False
bwe're here to stay,m.i.k.e.,False
red hot pepper pot,gloria de haven,False
tschung mori,megadrums,False
brhymin' spielin',firehose,False
una noche serena y obscura,antonio bribiesca,False
here comes the big parade,harry connick_ jr.,False
intro,styles p,False
bi cannot believe it's true,phil collins,False
missing olivier berger mix,nicola fasano feat. paula b,False
chains of love,joe turner,False
shifty disco girl,helen love,False
where to piss and shit in oslo,black debbath,False
show me,justin,False
minuet in g minor,the american boychoir,False
borrare tu nombre,mazz,False
come next monday,k.t. oslin,False
when my ship comes in,eddie cantor,False
headlock,esser,False
kids of tragedy,suzi quatro,False
kinky afro remastered version,happy mondays,False
comme hier,georges brassens,False
too bad,royal bubble orchestra,False
cheer up smile nertz,eddie cantor,False
tenhert,tinariwen,False
new shoes,dottie rambo_ the whites,False
dream on lp version,blackfoot,False
sweet harmony lp version,maria muldaur,False
blil' boy fresh,juelz santana,False
ovanlxc3xa4r,br\xc3\xb6derna djup,False
samba de paris,kyle eastwood,False
the river,curtis,False
stand down,stickboy,False
all of you,gerald clayton,False
bdon't look back,grandpa jones,False
juke appeal,dj rashad,False
kinghead shuffle little freddie king,little freddie king,False
bmother's little helper,wild horses,False
sun shower single version,busdriver,False
god smack,alice in chains,False
portland_ oregon,the cat's miaow,False
a rush of blood to the head live in sydney,coldplay,False
blue moon,t-bone,False
i singe dir es lied,kisha,False
fantasia 6 mudarra,terry muska,False
saturday night special,mars ill,False
speak low,mike vax,False
room 13,black flag,False
synthesizer,outkast featuring george clinton,False
we got da dope,three-6 mafia,False
feelin alone,2-gether feat. sarinah,False
adventure no 8,jim chappell,False
silent movies album version,grant geissman,False
shawty get loose,dj nasty,False
bchurch_ i'm fully saved today,blind willie johnson,False
pauvre jean,jacques douai,False
bfruko's  boogaloo,fruko y sus tesos,False
return of the g,outkast,False
laundry  dishes,adrienne pierce,False
estoy contigo,selena,False
the things that i used to do,guitar slim,False
face,dave rave_ mark mccarron,False
vaya live at the beacon theatre,ray barretto,False
life of a star,mims,False
los conguitos,mongo santamaria,False
samba de duas notas,luiz bonfa,False
lontananza,fruko y sus tesos,False
halt mich,herbstrock,False
is it a myth,k'naan,False
long day album version,soul asylum,False
lost,the cure,False
melangtxc3xa4ras intxc3xa5g i kallsta,sven scholander,False
still caah nicer dan yard,shaggy,False
bquando io leggio son gli ebbri o mio castel nell'argilla,ram\xc3\xb3n vargas,False
rhapsody in blue,arthur fiedler;earl wild;pasquale cardillo,False
